,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
,,TET1,PHC1,MBD3,SNAI2,FOXD1,FOSB,CD44,GABRB3,SOX2,ZNF281,SP1,LEFTY1,SET,CBX7,UTF1,CDH2_NCAD,HNF4A,TGFBR2,DUSP10,ESRRB,MYC,ZFP42_REX1,TRIM28,CD48,CDKN1A,JMJD3,RNF2,LATS2,T,FGF2,LCK,KLF5,KLF4,NACC1,FBXO15,CD4,DNMT3L,EZH2,EED,SMARCC2,MyoD1,NODAL,CDH1,DPPA4,LEFTY2,RIF1,ETV5,CD3D,DNMT3B,KDM5A,JARID2,LOX,Sox1,Wnt3,Gata6,DPPA2,SALL1,NR0B1_DAX1,TCF3,PTPN6,USP16,SETD1A,HDAC2,LUM,SOX13,SMAD4,SEMA6A,GAL,SALL4,REST,HESX1,CCR7,PRDM14,JMJD2B,COL3A1,GREM1,TCL1A,DVL2,APOE,LRRN1,STAT3,OTX2,CCND1,STEMCCA-P2A,TET2,KAT7_Myst,TDGF1,Eomes,MASP1,KDR,GDF3,NANOG,ZIC3,LIN28A,POU5F1,GAPDH
95,D21 SSEA4+ Tra1-60-  18,21.3974455006,20.6402897618,999,999,20.9237745948,999,22.5422657538,999,999,24.1266699162,22.2300823389,29.5288432822,21.7980607216,999,21.1415459961,21.3033703446,999,999,999,999,20.6867848471,999,20.5371990644,999,22.0155471223,24.6878998782,23.9686267102,25.1563867305,999,999,999,999,23.3179926166,23.0087286396,999,999,999,999,999,21.4779516487,999,999,21.2211726616,999,20.6476090253,22.7347429286,25.6926920544,999,21.4199101414,999,20.8673905246,999,999,999,999,25.3445963976,24.7197901444,999,999,23.3511171371,22.6685647766,22.4357115381,23.6429281853,999,999,22.2637133917,19.2259794845,24.5955909617,20.4465100323,999,999,999,21.1366421635,999,999,999,999,21.8181151297,21.7354677912,999,22.2075575609,999,999,16.3186052156,999,21.9215451124,20.3698314264,999,999,999,19.1233457341,20.3322407183,26.992607723,23.714226026,16.6564901281,15.5574039104
96,Negative Control,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
97,Positive Control,21.3107320925,17.6765566101,24.9503202908,18.8633966859,22.4479836486,27.7779476252,17.6581945236,20.6235612858,18.1754990016,21.1652015174,21.7210183233,26.6378204344,19.4451896002,26.5067172176,24.8319505962,19.657132683,999,20.7857359691,24.5605815549,999,21.9139250074,19.7450782132,17.4177772284,999,19.4061464558,23.0682577506,20.2747759886,22.237385217,999,18.0431453408,21.159132887,26.6588804396,21.6678676045,19.2838019656,26.183461641,999,999,21.505550174,23.0339126625,21.2620330315,999,999,18.7441989245,999,999,20.5281444407,23.7494692797,999,17.2842067574,20.2813005543,19.3226706202,18.4122178175,999,999,25.6912079225,25.367313661,20.8423429915,999,21.4807187921,23.2374207618,22.0266393028,21.5211460912,19.8892592564,18.1232268017,20.6055152951,20.4990456344,18.9316181231,21.7442306613,19.3932043008,19.6222695887,24.1595594416,999,21.6701826186,30.9340400577,16.4789828396,18.4372529773,26.2873468459,23.0185347724,19.6747572316,18.7285725407,19.5421489971,20.7303447718,19.0223430829,999,23.704810035,22.24808167,16.91992756,999,17.9851475575,21.889844872,23.6121777648,20.5859590748,21.3978475437,15.6544651595,18.0029774829,13.98412599
98,D7 SSEA4+ Tra1-60+  10,999,23.4563346349,999,999,24.7925143878,999,22.3360526539,999,999,25.9085691619,25.1059080966,24.849708002,23.2855064734,999,999,23.171798692,999,999,999,999,25.9417549723,999,24.2751412081,999,24.7798850202,999,23.9076192711,999,999,999,999,999,999,24.8593720537,999,999,999,999,999,23.837005946,999,999,999,999,22.9854862134,24.7038001079,999,999,999,24.1430623636,26.0744790643,999,999,999,999,999,25.8047463517,999,28.36041124,999,999,24.4332183753,25.156324799,999,23.6435560048,25.5807144585,25.3301394653,999,25.5134852882,999,999,999,999,999,25.7069228138,999,999,25.0194201578,999,999,24.7560480476,999,999,18.7789392812,999,24.5271727419,21.4945450548,999,999,999,999,26.00199399,999,999,21.152944956,18.7961199798
99,D7 SSEA4+ Tra1-60+  18,24.4123589138,999,999,999,22.6023448094,999,24.3532337778,999,999,25.0397277081,25.6078411595,999,22.8006180698,999,24.3698953657,22.0125041218,999,999,999,999,23.9478847537,999,22.6543120933,999,24.9971630992,999,25.2610582262,999,999,26.4567910386,999,27.3401946099,25.5046339019,23.4405380281,999,999,999,999,999,25.2367881438,999,999,24.2305604663,999,999,25.9785195926,999,999,23.3346013736,25.9746522731,23.4825396127,999,999,999,999,999,23.6857217922,999,27.6715581717,999,23.057092667,22.6983346637,999,999,999,24.6547719133,24.4728539895,26.3379800489,999,999,999,999,999,999,22.8681983472,999,999,999,999,999,999,999,25.6982902504,18.6125347817,23.7497513198,999,25.2904020659,999,999,999,999,999,999,999,26.1318375701,19.4182557922
100,D11 SSEA4+ Tra1-60+  1,24.3021711048,23.7358301729,999,999,999,999,21.270700536,999,999,27.0733359895,24.5869243851,26.0303665932,20.7705916598,999,23.4176950147,23.6738556537,999,999,999,999,21.8800692152,999,21.6752926244,999,26.5212414143,999,23.2296731266,25.2499638245,999,26.7729914288,999,23.8372175181,25.3466999149,22.9705555154,999,999,999,999,25.3068574388,22.3514735907,999,999,21.9514255832,999,21.7319393199,23.334658533,25.8434694491,999,21.7348386404,24.7625437991,21.3471131036,999,999,999,999,999,22.3903137315,999,999,999,21.5017843028,27.7996613997,22.4296533881,999,23.2455314585,24.0166542171,21.2443654063,24.6640051684,23.0186828564,999,999,999,26.6275096209,999,21.0548434237,999,999,24.6054078384,25.6227665935,999,24.3999215034,999,20.3753026534,16.54323983,24.0901212244,26.1012121292,22.2896068937,999,999,999,22.258290931,21.5909210066,999,999,20.8705163425,16.9341350532
101,D11 SSEA4+ Tra1-60+  9,999,999,999,999,999,999,22.2965531047,999,999,25.7967453016,26.2951234314,999,22.3035767407,999,21.5603098751,21.8534246799,999,999,999,999,22.9666769604,24.2442328602,21.2985106932,999,999,999,22.9185158919,999,999,999,999,25.8011733132,999,22.8169190775,999,999,22.687355877,999,999,23.5219075559,999,999,22.48189461,999,26.6968473532,22.422907056,26.0944752937,999,23.143754284,24.8640574356,22.6334496463,999,999,999,999,999,24.7355253915,999,999,999,23.1482659069,23.4523199661,22.8892091989,999,25.9751503167,24.7490749415,20.717054254,23.7205911517,23.3572447418,999,999,999,22.6767507833,999,999,999,999,999,25.8872118671,999,22.4510990742,999,21.7939373372,17.5637050926,24.9809563108,22.6527143397,21.1366295956,999,999,999,22.9239775892,22.8832287351,999,24.2411168348,19.2648302006,18.5884264645
102,D11 SSEA4+ Tra1-60+  17,999,22.1575379918,999,999,999,999,21.8172451732,999,999,24.2210968421,23.1539908153,24.8393800775,20.8356458638,999,22.1713632962,999,999,999,999,999,23.2553016174,21.9513180573,21.8495788455,999,20.165270259,999,24.1896235022,24.8046703488,999,26.7958320317,999,999,23.8866562616,22.4976976739,999,999,27.3611106394,999,26.5807292961,24.0174270815,999,24.0483449366,20.9265583775,999,18.3353404359,24.0516788486,24.7216271843,999,22.3208113795,25.8772579028,25.57858793,999,999,23.8644075132,999,999,999,999,999,999,23.4666459815,23.214619649,22.0784480374,999,24.1156095193,999,20.532381858,22.5416228696,21.8583463246,999,999,999,22.3656910071,999,24.1191566165,999,999,23.0112437669,24.8985075676,999,22.5606183275,999,22.7398636267,17.9236359027,999,22.8062859268,20.368718444,999,999,24.9220185054,18.6800072012,20.6805472402,999,24.9836696718,18.1620715233,17.5429424936
103,D14 SSEA4+ Tra1-60+  1,999,999,999,999,999,999,24.1772512275,999,21.9266383086,26.8723655287,24.6302212275,999,21.3052256208,999,22.1447038721,24.0732864368,999,26.067134826,999,999,24.6930666857,20.8985984032,21.5172836016,999,999,25.6847544467,26.3396856088,23.9889828715,999,25.168238855,999,999,24.5069130267,23.7876783596,999,999,23.4799488437,999,999,23.0630719762,999,999,22.2478224856,999,21.8564503129,22.3119412614,999,999,23.6734586005,999,22.9074139299,999,999,999,999,23.3869509433,999,999,999,999,24.7692804558,23.2936248927,23.3319074047,999,26.1157702793,24.6703967803,20.9166282928,25.9936634478,21.8969740251,999,999,999,20.5974692846,999,999,999,27.3405669386,999,21.5665623186,25.0873151921,24.21998307,999,24.27333995,18.0702328082,25.8939600581,23.6718638285,21.3135623058,999,999,24.5959869371,20.8538933977,20.6660997265,999,999,17.9240310114,18.7745491489
104,D14 SSEA4+ Tra1-60+  10,999,999,999,999,999,999,23.4133038317,999,999,24.3653040447,999,999,23.3689000224,999,26.3240086773,26.0627329491,999,999,999,999,25.8637080253,999,24.0163955843,25.3636139532,23.357547812,999,25.7054929381,999,999,28.2225787804,999,999,999,26.3321744387,999,999,999,999,999,23.7131369635,999,999,999,999,999,25.8764136344,27.1331631313,999,999,25.9123753653,999,999,999,999,999,999,23.4265958974,999,999,999,24.6956754416,24.0752605243,25.1450664499,999,29.0387711666,23.9950469967,23.812620354,999,22.4678367854,999,999,999,999,999,23.0764639474,999,999,999,24.7667348092,999,23.6339553698,999,23.5094910685,19.3022350646,999,999,999,999,999,27.3316636579,27.0665811363,23.8832505331,999,999,21.4461336366,19.4051220819
105,D14 SSEA4+ Tra1-60+  20,999,25.4861412918,999,999,999,999,999,999,22.6979243163,999,24.9778576624,999,21.9467501207,999,22.7835567349,24.4002236856,999,999,999,999,24.9004407035,24.5006748805,22.0864813313,999,23.3132988084,25.6587921058,25.4183957821,25.298255752,999,25.6450272516,999,999,23.5169382097,22.6026395228,999,999,23.7356697574,999,999,25.4547120877,999,999,21.4797282588,999,23.3336347308,23.1304053978,999,999,21.7166378392,999,22.2647539354,999,999,999,999,25.2481379091,24.9956013676,999,999,999,24.7029377345,23.6865733571,23.7091501495,999,24.3499925889,26.3408519612,20.8116009011,25.87135256,999,999,28.0110336006,999,21.9996140935,999,999,999,999,24.3670533528,26.3122815996,999,25.7278901163,999,25.8014510115,18.6259308134,999,24.9940702711,22.4917103432,999,999,999,22.7228280493,21.7841956947,999,999,18.0615184672,18.4482415889
106,D21 SSEA4+ Tra1-60+  1,21.2099515443,23.1336799253,999,999,999,999,24.3880956908,999,22.7465545246,23.69132343,23.8378586694,27.7016065985,21.2984572461,999,22.966754968,22.2630585719,999,999,999,999,24.8316216376,28.2262982535,21.9045215645,999,24.3987975445,999,23.4892476227,24.9779135757,999,27.1158551817,999,26.6219751102,24.4927140596,24.7462906638,999,999,22.4063102857,999,999,24.8360109971,999,999,22.053430065,999,20.1833809737,22.1380093807,27.2172027982,999,23.5963941282,24.8916827494,22.4807659232,999,999,999,999,999,24.2041968666,999,999,999,23.4285118263,23.2587361403,23.7389690769,999,999,23.6250195335,21.0922965238,25.7893335912,24.8859920249,999,999,999,22.210139544,999,25.7571402035,999,999,22.8946305362,23.9675007424,999,23.4282642652,25.730962033,24.4352643745,18.74466355,999,23.0617243984,21.4917249698,999,999,999,21.4711024928,20.739732054,999,25.0296244046,18.0320653445,17.570824536
107,D21 SSEA4+ Tra1-60+  12,999,20.0675881498,999,999,999,999,999,24.2180154714,22.2281091036,26.0474196423,23.6650814259,999,22.0237134638,25.3581202449,999,999,999,999,999,999,25.5820785081,22.6326760715,22.5556176558,999,26.5292011953,999,25.1812321139,999,999,26.2785574521,24.173736858,999,999,23.9366349185,999,999,999,999,999,24.9496806913,999,999,21.1192125481,999,999,23.5783377866,26.128112986,999,18.6786854527,999,18.5368948467,999,999,999,999,999,23.594188782,999,27.8570784547,25.8160522169,23.5710902144,23.1798437512,23.7657894561,24.7394524078,999,23.5237999183,19.9199446822,22.8865070611,21.4402434193,999,999,999,23.8552801578,999,999,999,999,24.3400926672,20.1225638282,999,23.2290218432,999,21.8764006684,19.2172501647,999,24.4363079443,21.867773672,999,999,25.2685665471,25.2220546064,23.1744834493,999,22.0360214117,17.4707036493,17.5682134592
108,D21 SSEA4+ Tra1-60+  21,20.8792162194,20.7913500814,999,999,999,999,23.9046615528,23.9465573048,21.5991576729,24.2120571202,23.4743258486,999,22.0574909316,999,21.5367289843,999,999,999,999,999,999,22.3746173512,21.4428557429,999,999,999,24.1016914983,23.6126891448,999,25.3121329848,30.5439719245,999,999,21.8396348352,999,999,21.9571069671,999,26.3363935468,23.6817556563,999,24.9446591922,20.557081825,999,25.1772190123,22.7898013697,999,999,18.9746729874,26.6736515845,19.7382542639,999,999,999,999,25.2708858384,999,999,26.9606818015,999,23.5250864807,24.0330487299,22.7478097539,999,24.2927022512,23.1931399446,21.0452675237,24.8231482703,20.6475521963,999,27.7897781141,999,21.6866844972,999,999,999,999,22.8853886052,20.557910658,23.763630879,22.1789657889,999,24.2574432683,19.0310352174,999,24.1309785583,20.7115976284,999,999,26.4910221891,19.1900873565,20.5631204379,26.6519423098,21.1017987761,17.6328916444,17.1681792495
109,D7 SSEA4+ Tra1-60+  3,999,999,999,24.5310469116,23.8292618168,999,23.2067536748,999,999,24.4154278689,999,999,22.6372402576,999,25.0668583088,22.7685311272,999,25.0113743023,999,999,25.3620725196,999,23.6730080403,999,25.075298675,999,24.4079940986,999,999,999,999,999,999,23.7734671497,999,999,999,999,999,26.4227232222,999,999,999,999,26.3272963283,23.0964631489,999,999,22.6523825932,999,24.1545550264,999,999,999,999,999,999,999,999,999,25.6886569958,25.5119782427,23.9215405413,999,999,26.504203306,26.6780385213,26.3195104013,999,999,999,999,999,999,999,999,999,24.1577880437,999,999,25.8075700052,999,23.1944102848,18.056376914,999,999,24.2524821059,999,999,999,999,999,999,999,22.2337714804,18.0827356833
110,D7 SSEA4+ Tra1-60+  11,24.9463816568,999,999,999,25.0773507847,999,23.0342331413,999,999,25.3872913918,23.9468847405,999,22.6675046897,999,25.1875771054,22.6682641268,999,999,999,999,24.8606210983,999,22.7564323889,24.8002878906,22.5517407127,999,23.6804482172,999,999,999,999,25.0313048099,999,23.1063313042,999,999,999,999,26.4782852841,24.077632055,999,999,23.0544707024,999,24.6985411343,23.6276500683,999,999,22.2404599031,24.9691205609,24.3962560064,999,999,999,999,999,23.8482318536,999,999,999,24.7978927534,23.0616581412,23.6827066073,999,25.4776680778,22.9309347474,25.68135301,24.981696718,24.0563772002,999,999,26.4480745715,999,999,24.2706495149,999,999,24.5829823115,999,999,23.1914638732,999,25.6634819281,17.3772296476,26.0781982784,24.6174879434,20.9291820922,999,999,999,999,26.5665373323,999,999,20.7914894827,17.22011222
111,D7 SSEA4+ Tra1-60+  19,999,999,999,999,23.1106047552,999,24.3353917892,999,999,25.6725964892,25.2813506138,999,21.9300916622,999,25.050185628,21.1329801607,25.071539312,999,999,999,24.9296629567,999,22.7350808474,999,23.948042932,24.6565025335,999,26.3785533511,999,999,999,26.8915970319,21.9984505634,21.519770281,999,999,999,999,26.3997931508,24.1287604449,999,999,23.478353758,999,24.7044836001,24.6336265588,999,999,999,999,22.9704692568,22.920963471,999,999,25.4251079883,999,24.7388880929,999,999,999,24.7000241358,24.8501672507,24.9059581392,999,999,26.0910534155,23.8538467159,26.5587341615,24.2472636105,999,999,999,999,999,21.5830177025,999,999,23.7996266577,999,999,23.2322760934,999,22.4763993103,17.8691103858,23.6600354178,24.895192058,21.9811839135,999,999,999,23.2074074259,25.9554207007,999,999,24.5034936043,17.2756410954
112,D11 SSEA4+ Tra1-60+  2,22.4601528217,24.051437575,999,999,999,999,23.6907858011,999,25.0499749781,24.6738233808,24.6248715088,999,22.1254518638,999,22.0293518273,22.3314601484,999,999,999,999,25.9454906135,24.0331841731,21.3883144311,999,999,999,22.4038852296,23.4578552697,999,24.3016855464,28.7454853064,25.6576882301,999,25.1133412569,999,999,999,999,999,24.3835690028,999,999,21.8179843055,999,24.1155008835,999,25.3601271911,999,21.8910302925,24.9339954606,999,999,999,999,999,999,23.8898508494,999,27.7609379819,999,23.6816473481,22.2895280358,23.3039025698,999,999,25.5978578648,22.8178962626,24.5273124265,22.3095925077,999,999,999,24.672483148,999,999,999,999,24.4423691645,23.8202477407,999,22.9334086181,26.0389532965,22.2226630006,18.6426587248,26.2348592163,23.5485622992,22.4110487012,999,999,999,22.9798503654,22.6976035197,999,999,19.3072045238,17.8254481191
113,D11 SSEA4+ Tra1-60+  10,999,21.975044576,999,999,999,999,22.525767773,999,999,25.9321148841,23.8096140459,24.9870555203,22.4185569524,999,23.201955717,999,999,999,999,999,24.9291488141,24.7595616784,23.7309939836,23.9142477535,20.9613969762,999,999,23.978200012,999,999,999,26.6485299052,24.6857693591,24.5220043679,999,999,999,999,24.50650355,26.2931261753,999,25.8409908841,21.4277331848,999,19.4330921213,24.6981484475,999,999,999,999,22.33350837,999,999,999,999,999,24.748031836,999,999,999,24.425967745,25.6583377092,23.8108928636,999,25.3022110566,999,20.7168452656,25.0313205658,21.8931435133,999,999,999,25.1828947911,999,999,999,999,24.2286447335,23.8574409356,999,24.2326241865,999,22.0665553736,18.2500066343,999,22.7074391114,21.5626083834,999,24.0537090579,25.5547341129,20.4568210683,22.6465879934,999,23.9405237321,18.8467287596,18.1191243779
114,D11 SSEA4+ Tra1-60+  18,999,22.3331416887,999,999,22.6171447413,999,22.9815066942,999,21.3565564332,24.1233989534,23.5569836396,28.4252370809,21.1988544516,999,22.4429362687,999,999,999,999,999,999,24.073865739,21.1489808761,25.3628943621,999,999,22.1144432413,22.9537780387,999,25.114940095,999,999,20.8318402148,21.6421211865,999,999,23.0418851487,999,999,23.0564225248,999,999,19.8088673339,999,20.0508945355,22.8057098181,999,999,20.5582626792,24.2517355857,21.0644358963,26.4442233238,999,999,999,999,25.5804135065,999,999,999,23.764788333,24.5257215418,23.2096386279,999,999,23.753774218,19.814409103,23.7311240228,22.1842881242,999,999,999,20.8255548012,999,999,999,999,23.993645054,22.1044871319,999,22.5431872988,999,23.5498290225,17.2515672153,999,22.5911499957,20.9659505247,999,999,22.6819029389,19.6647063776,21.4756811958,999,999,17.6768906525,17.6081435806
115,D14 SSEA4+ Tra1-60+  2,999,24.1300960025,999,999,999,999,999,999,21.8263827012,25.3239226896,24.1043209819,999,22.8433726993,999,22.7410366773,26.0264794454,999,999,999,24.9494912783,999,23.4846399992,21.9155473223,999,999,24.7238403033,23.2564834788,26.2893151984,999,25.2934051772,999,999,23.5422857447,23.5452273416,999,999,22.0691711515,999,999,24.4567448934,999,999,21.825954499,999,26.9944056474,24.7211522561,999,999,21.3605848069,24.7494488205,21.2923745721,999,999,999,999,999,999,999,28.2455312218,999,23.5895831531,24.5973101656,24.1271173366,999,24.830301241,999,20.7246246872,24.8447444382,22.8288342289,999,999,999,22.9159429909,999,999,999,999,24.7485619196,25.1444160901,999,23.6597393313,999,999,18.2929454996,26.1058407203,999,21.8151375705,999,999,25.5675862848,21.999586551,22.4891706636,26.7732707471,999,18.2579573722,19.0700385964
116,D14 SSEA4+ Tra1-60+  12,999,23.086914711,999,999,999,999,999,999,23.1401003994,999,22.5413472999,999,21.5236765806,999,25.2620941039,24.3830463176,999,999,999,999,24.9311821658,999,22.5942795752,999,999,999,999,999,999,26.565050858,999,999,23.0568276501,23.5264731921,999,999,23.9048493114,999,999,25.7746553003,999,999,21.0770784746,999,23.1920217812,25.7061111761,999,999,23.7443902444,25.8188540966,22.8806961182,999,999,999,999,25.0974063429,26.1198850506,999,999,999,24.0794768387,23.2207403038,23.0435141801,999,999,999,20.7951019471,24.6367738995,24.1704174433,999,999,999,21.9994374022,999,999,999,999,24.9537667256,24.3177389963,999,24.10203234,25.5662488053,999,18.2639827841,23.8152325941,23.5089434159,22.7832341345,999,999,999,23.2435172966,23.7359988893,999,24.01196358,17.9775217124,17.6793242079
117,D14 SSEA4+ Tra1-60+  21,999,25.5329637497,999,999,999,999,23.9563169787,999,999,26.454973032,24.4860570875,999,22.1881352569,999,22.8543533807,23.2263343342,999,999,999,999,24.1542581833,999,23.4538284489,999,999,999,23.6077358562,25.2203752677,999,26.8605771462,999,26.9805326966,999,23.5814820367,999,999,999,999,999,23.1156322953,999,999,999,999,23.8069788653,23.621813188,999,999,23.6474801162,999,25.3744620074,999,999,999,999,999,26.0639266768,25.7039629598,999,999,999,25.5568556229,23.7923083181,999,999,26.2129837518,21.4474341174,999,24.4479252263,999,999,999,25.1827366648,999,25.1197180071,999,999,24.9370199581,26.0062647915,999,23.5043162805,25.54738396,23.8424187835,17.8493953708,999,999,22.9250195443,999,999,27.2439392646,23.2572192962,24.4796666646,999,999,20.5063156789,18.6278117484
