,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
,,TET1,PHC1,MBD3,SNAI2,FOXD1,FOSB,CD44,GABRB3,SOX2,ZNF281,SP1,LEFTY1,SET,CBX7,UTF1,CDH2_NCAD,HNF4A,TGFBR2,DUSP10,ESRRB,MYC,ZFP42_REX1,TRIM28,CD48,CDKN1A,JMJD3,RNF2,LATS2,T,FGF2,LCK,KLF5,KLF4,NACC1,FBXO15,CD4,DNMT3L,EZH2,EED,SMARCC2,MyoD1,NODAL,CDH1,DPPA4,LEFTY2,RIF1,ETV5,CD3D,DNMT3B,KDM5A,JARID2,LOX,Sox1,Wnt3,Gata6,DPPA2,SALL1,NR0B1_DAX1,TCF3,PTPN6,USP16,SETD1A,HDAC2,LUM,SOX13,SMAD4,SEMA6A,GAL,SALL4,REST,HESX1,CCR7,PRDM14,JMJD2B,COL3A1,GREM1,TCL1A,DVL2,APOE,LRRN1,STAT3,OTX2,CCND1,STEMCCA-P2A,TET2,KAT7_Myst,TDGF1,Eomes,MASP1,KDR,GDF3,NANOG,ZIC3,LIN28A,POU5F1,GAPDH
167,D21 SSEA4+ Tra1-60+  18,20.7899188355,21.2208006597,999,999,999,999,23.6501848141,22.6673796405,21.9230679283,23.4888066202,22.0176742229,999,21.083092064,999,21.3344147166,26.1842960678,999,24.9812087293,999,999,25.7097092592,24.7966977193,20.2421965579,25.2270089915,999,24.2589504743,21.135810819,25.1690384831,999,24.2234871735,23.4639716088,25.8122322428,22.8294344228,21.6542704419,999,999,22.662016088,999,999,22.5054250794,999,24.0095752408,20.3628918018,999,25.0974128065,21.5925573203,27.4892416284,999,18.135445085,22.90830559,19.8210180438,999,999,999,999,23.4990548416,24.6396511991,999,26.3970089926,23.9632130124,21.2614313745,23.5278832243,22.7615920543,999,25.8214028573,999,20.8681804899,22.4684125176,21.3709082192,999,999,999,20.9511645849,999,999,999,999,25.9041199261,20.2015562748,24.4863489016,21.6469177996,999,21.517311814,18.3778473413,999,22.4979083621,19.7918373427,999,999,25.1918746863,20.0864680581,20.5777881206,24.6505158846,21.4773676195,17.2708866001,16.9152455111
168,D21 SSEA4+ Tra1-60+  27,23.5182815328,21.960872246,999,999,999,999,999,23.0415581892,20.229679587,23.81158611,25.3366940393,999,23.5146857581,999,23.8248987012,25.7181523076,999,999,999,999,999,25.5801105248,24.0084075321,999,999,999,23.4189118799,999,999,24.6645965108,999,999,26.1276502605,22.8698414217,999,999,999,999,999,25.1830702152,999,999,23.1418105299,999,999,25.6870420804,999,999,19.446398969,26.0859177056,21.9784916415,999,999,999,999,999,999,999,999,999,27.8127073109,24.7737993311,25.869916783,999,999,25.7213311214,21.6721808567,25.0780692177,25.9695107346,999,999,999,21.7154016065,999,999,999,999,999,22.0152406876,999,25.6273159761,999,23.7548606207,20.8181347812,999,999,25.3805188113,999,999,999,999,23.5893133392,28.732401172,22.2190515411,18.5140839746,18.8419854725
169,D7 SSEA4+ Tra1-60+  8,999,24.9726126505,999,999,999,999,23.3784073232,999,999,24.1748680496,23.9086637876,999,21.8598210324,999,999,21.8421354966,999,999,999,999,999,999,23.4128679657,999,25.799202118,23.6716439537,24.189110217,999,999,999,999,26.6359647749,25.3700025777,23.920572038,999,999,999,999,999,22.7672005264,999,999,23.4166605596,999,24.5012705708,22.9377022157,999,999,999,24.0810395679,22.6869165321,25.285312963,999,999,999,999,24.6307428222,999,999,999,23.568062909,24.5552886709,24.0713523819,999,23.5409592412,999,22.9181781955,999,23.9149268329,999,999,999,999,999,22.1482742444,999,999,26.2674530343,999,999,21.9288384229,999,24.885546557,17.2507034366,25.975399784,23.8262926206,999,999,999,26.2674629481,999,26.935764619,999,25.1293112692,999,17.318144119
170,D7 SSEA4+ Tra1-60+  16,999,999,999,999,999,999,22.6101725396,999,999,25.9295303605,24.3574637998,26.8549845589,21.5797827634,999,24.5298706744,22.9179296273,999,999,999,999,23.8832313353,999,22.1540818458,999,24.3159768534,999,22.6906392496,999,999,999,999,25.0621727953,25.3016745499,23.8581185221,999,999,23.9739588313,999,25.3328650717,21.9988844033,999,999,999,999,23.8000041871,24.4544408491,999,999,999,25.86882701,22.423206237,999,999,999,999,999,22.7782394351,999,999,999,21.9739842955,22.1416228393,24.1403643291,999,24.4555804892,999,21.8493976422,999,24.4793854626,999,999,999,999,999,23.6351485481,999,999,24.9432667317,999,999,24.8833995519,999,24.0725899294,17.0397251964,26.2731749368,23.8665414929,21.1903353633,999,999,999,999,26.8046309325,999,999,22.8247426118,17.5894080258
171,D7 SSEA4+ Tra1-60+  24,999,24.0095798097,999,999,22.5973736613,999,22.0815670291,999,999,24.854235759,24.3759419092,999,22.3142906303,999,22.9449873382,22.4150868844,999,999,999,999,24.7695380569,999,21.2102219233,999,26.6590296608,999,25.2228871696,999,999,999,999,29.3651715225,999,23.7339210355,999,999,999,999,999,23.6262508344,999,999,22.9949993103,999,24.4678609883,22.7245744825,999,999,25.0816747159,26.7550061776,22.251317377,26.1107683545,999,999,999,999,25.6840933706,999,999,999,22.2194622844,23.1826430891,23.7737884768,999,999,22.7173053831,22.2701892997,25.6069002707,23.827103596,999,999,999,999,999,23.1130446401,999,999,24.3505450155,999,999,22.5307786679,999,23.7118636123,16.8675799621,999,24.0928043587,22.9324973293,999,999,999,22.3075124617,24.5652214818,999,999,999,16.8599303464
172,D11 SSEA4+ Tra1-60+  7,999,999,999,999,999,999,23.7813059585,999,22.982475608,25.9441094344,24.651076036,999,21.4384986589,999,21.5996358162,22.1062137022,999,26.0299318878,999,999,24.8751413478,22.7425727694,21.4720608754,999,999,999,21.7773873163,999,999,26.9955242492,999,999,23.1345030856,21.8882315684,999,999,22.8326626667,999,999,23.5458015435,999,999,21.7904713351,999,22.2374520745,22.1844774651,999,999,23.1353647462,24.9010193789,22.87087253,999,999,999,999,999,999,999,999,999,22.1010157506,23.3359363532,22.1742699165,999,25.6338870662,21.8516552318,21.3151574816,999,21.9198343069,999,999,999,22.746150241,999,26.0418171351,999,999,23.8060569169,25.1564261969,999,22.4757115844,999,21.5045653045,17.0639443094,23.3852886892,23.5267043594,20.6592736676,999,999,26.2965300503,23.0022980672,23.1386799112,999,999,18.7546946679,17.7711149696
173,D11 SSEA4+ Tra1-60+  15,999,24.9784856497,999,999,23.5827870351,999,22.4909060031,999,22.4722515467,24.2238994487,999,999,23.2524753757,999,24.7860333806,24.5473175386,999,999,999,999,999,27.8427950392,23.7196998387,999,23.2570608909,999,25.3550115788,25.3925232964,999,999,24.8630268901,999,999,23.214632557,999,999,999,999,26.6877626572,27.2790706512,999,999,22.608411342,999,999,999,25.3908198342,999,24.0948887137,999,999,999,999,999,999,999,999,999,999,999,24.9397647545,999,25.5299516179,999,23.9771592546,999,999,26.628814108,23.6889795564,999,999,999,25.0442882875,999,999,999,999,26.121730485,24.9318169037,999,23.1364698914,999,21.1047630286,18.4440769452,999,999,22.5020081277,999,999,24.5426154949,999,23.2545089521,999,999,22.7170457366,18.6114140249
174,D11 SSEA4+ Tra1-60+  23,23.4166934836,999,999,999,999,999,24.479556971,999,999,999,25.4353297522,999,22.1286493308,999,23.3900412952,23.5421001631,25.5629359866,999,999,999,25.2023920904,999,22.7010648304,999,999,999,24.2611280598,26.1873712661,999,999,999,26.8117718405,25.8637504429,23.8922636477,999,999,23.0822681404,999,999,24.8005861932,999,999,21.993872334,999,23.2259182513,24.3346480429,999,999,22.7540205562,28.9389910884,24.1270301177,999,999,999,999,999,26.158963353,999,999,999,23.1533731455,25.5794549295,24.4582122427,999,999,25.6762105667,20.8318637468,24.9227600583,22.6003803521,999,999,999,22.4305008134,999,999,999,999,24.8066258367,25.1127010475,999,999,999,24.7464485034,18.111735963,25.3665711116,24.3115029839,23.3715793223,999,999,999,28.9469684665,24.0761801054,999,999,19.3244639951,18.8392529391
175,D14 SSEA4+ Tra1-60+  8,999,999,999,999,999,999,24.1320874743,999,22.879975836,24.5205049228,22.1858838187,27.6004879833,22.1542580623,999,21.666664482,23.0074672911,24.5881164038,999,999,999,25.4576139375,999,22.0019682285,999,999,25.4695890045,22.3687206536,24.1921750475,999,24.2033591956,999,25.7156618589,999,23.6130446389,999,999,22.1596483195,999,26.943700658,23.7066706713,999,999,21.2333659688,999,23.3501431473,22.7785467764,999,999,20.826624689,999,22.1940954001,999,999,999,999,999,25.4611630435,999,999,25.4350619397,22.7959655438,25.7808264093,22.6555610192,999,999,25.7542520453,22.0331675796,24.3946101409,21.842827692,999,999,999,22.9949433195,999,999,999,999,25.9905350912,24.4097933709,24.7044715782,24.0562041532,999,25.3448788137,18.5266627721,23.99055471,22.8261945211,22.4541632531,999,999,26.5865126253,25.0139043903,21.6407102627,28.4702578528,999,18.4950823844,18.2846155006
176,D14 SSEA4+ Tra1-60+  17,999,22.9536633239,999,999,999,999,999,999,999,26.7932237639,22.5189725903,999,21.6458181303,999,21.9244552892,22.8465926913,24.8303219255,999,999,25.6342721057,24.9199226837,21.9750495199,22.4497233452,999,999,999,22.6426141796,24.9008118523,999,25.1490880604,999,999,25.4383365138,23.7203445783,999,999,21.4445962181,999,999,23.8287697749,999,25.4350112018,20.7938131246,999,25.3830762119,22.1115733966,999,999,20.2343450767,24.1584764768,23.357187215,999,999,999,27.6772678419,999,999,999,999,999,23.394840292,22.3112454461,23.5881877762,999,27.0876015566,25.6387052161,21.7200611441,25.1364938666,21.6562929128,999,999,999,21.8933810726,999,999,999,999,23.8107112431,23.2989712332,999,21.5265280313,23.8683380439,22.8178180899,17.9463323255,24.8818680053,23.9421496003,21.3012008268,999,999,999,22.7526474969,22.0608033157,26.8937340641,24.9309960239,17.882662537,17.9938921845
177,D14 SSEA4+ Tra1-60+  26,999,25.0743330618,999,999,999,999,23.8255511639,25.234258019,24.9763007719,25.3513143378,23.7003170489,999,22.0351021684,999,23.772836509,24.8371265725,999,999,999,999,25.5298579639,24.1690101296,21.7158436505,999,24.5902514031,999,23.9908169653,25.4018771396,999,999,999,999,999,999,999,999,22.2719590116,999,26.51412632,22.3450107709,999,999,24.0633154801,999,26.8448151043,22.8323501473,999,999,21.5083047613,25.2080569543,22.5046002442,999,999,999,999,999,999,999,27.4878557078,999,24.1435369094,999,24.1564485985,999,999,999,21.7023244812,999,22.9083700092,999,27.1449397199,999,23.4989150821,999,999,999,999,26.0771101119,22.210229125,999,22.3215349337,999,24.3256468211,18.6437582394,999,22.7057703326,21.4101164272,999,999,26.3118111256,21.8100851621,23.6141432972,27.9744062634,999,18.0209025244,17.4369044927
178,D21 SSEA4+ Tra1-60+  10,22.3168471998,21.4965236429,999,999,999,999,999,23.7684859008,20.9038426342,24.5745792061,26.9830674249,999,22.8157972646,999,22.4532203034,23.2744986277,999,999,999,999,26.7659522602,999,22.5706770469,999,25.3024613017,23.0241005125,999,25.1869182609,999,26.8537396378,999,26.7500934738,25.6241769688,23.0059782397,999,999,999,999,999,22.330906869,999,26.3700874319,21.9922947775,999,999,24.929280153,27.7784519392,999,21.3379360076,26.2768584562,20.6294809256,23.499477507,999,999,999,23.6469643562,999,999,999,999,999,999,25.1045264416,999,24.6723601672,999,19.7701120473,999,21.7374116694,999,999,999,23.3928072718,999,25.8077921428,999,999,24.3993111337,22.3211678748,22.8145262986,25.6738683444,999,999,19.3971040134,999,24.6454110521,20.6600201673,999,999,999,20.3241059274,21.5935555612,25.3954588581,23.4584158644,17.6790587637,17.3786478095
179,D21 SSEA4+ Tra1-60+  19,999,21.7007568848,999,999,999,999,999,23.2456042412,19.9684018266,22.8872295168,25.9384809095,27.6542608164,21.9758337409,999,25.1688664468,26.4007680819,999,999,999,999,24.5558860042,24.1726856923,22.9180969146,999,999,999,23.0818602738,999,999,24.1680196574,999,999,999,22.9047161949,999,999,999,999,999,24.0327940079,999,999,21.5061069326,999,999,24.5573616288,999,999,18.3508585422,25.474358962,20.9567876748,999,999,999,999,25.5263043323,999,999,999,999,23.2487351729,23.0677057608,23.59965751,999,26.0463601587,25.5726799681,20.5303989649,24.6194692168,22.3046632176,999,999,999,21.4631396436,999,25.9177706183,999,999,999,21.9243450288,999,24.3515387336,999,23.1007238081,19.9258130158,999,25.9517499124,22.3303017555,999,999,999,23.867114026,22.4561231463,26.7778226122,22.51146472,17.354587377,17.9165981004
180,D21 SSEA4+ Tra1-60+  29,22.269637539,20.5580909471,999,999,999,999,999,23.5145128698,19.8798229468,23.8665226332,23.969563313,999,22.0104405933,999,21.8449053272,999,999,999,999,999,999,22.8727919388,21.6027711602,999,27.2112020506,23.8332456743,999,24.6455383152,999,23.1679500804,24.9526048754,26.7933683955,999,22.4949496652,999,999,25.1636627968,999,999,23.6884218449,999,24.8949421534,21.7247138603,999,23.8183621774,24.5614916548,25.6838041331,999,18.7334199535,24.1990805202,19.0892840137,999,999,25.53947233,999,23.2513367198,999,999,27.4252155634,999,24.4794614595,23.1659401827,22.9087521723,26.3231962343,25.1373593304,24.9613979301,19.4497074893,26.2162788395,21.8394828828,999,29.0620447671,999,22.4045315348,999,999,999,999,23.7393455871,20.3227375951,999,22.1937289479,999,22.8777048103,20.0168610746,999,24.6327953135,20.3786695543,999,999,23.8753859116,20.8244922921,22.2354499984,25.8438949171,21.2136346895,17.4149686541,17.5409816961
181,D7 SSEA4+ Tra1-60+  9,999,999,999,999,999,999,23.6308026009,999,999,999,24.1755397085,999,23.0220789341,999,23.7759844873,22.8522147765,999,999,999,999,999,999,23.7650054592,999,999,999,25.6096804744,999,999,999,999,999,999,999,999,999,999,999,999,26.7306990171,999,999,999,999,23.4150610593,23.9812919886,26.7347577123,999,999,999,25.5329849354,24.5882953936,999,999,999,999,26.4197733498,999,999,999,22.4954806053,23.2715688374,23.184197787,999,26.0489202665,999,24.026584495,24.5232423624,21.4584517628,999,999,999,25.4793488584,999,22.9863865115,999,999,999,999,999,24.2045195072,999,23.3308893183,17.6759678686,24.9712175424,24.7569162951,23.8868977227,999,999,25.637605864,999,23.2702152022,999,24.1767332587,23.2140259464,18.2559397358
182,D7 SSEA4+ Tra1-60+  17,23.7792510362,999,999,999,24.1682491169,999,23.4556579746,999,999,24.4641140002,23.9298111007,25.387579712,22.4781820466,999,23.7587111339,22.7088264279,999,26.3968267378,999,999,24.8869380821,999,22.6585289451,999,23.4043052521,26.6357514311,999,24.9583502205,999,25.1241731974,999,25.2108576861,999,22.7018703009,999,999,999,999,29.2609417191,23.2734836144,999,999,21.1347740379,999,25.3316114123,23.2901024403,999,999,24.294290178,999,23.5235328863,999,999,999,999,999,23.8109818434,999,999,999,24.1963179168,23.8137851315,24.2308779861,999,999,24.2817710287,999,24.8858081562,23.3687574557,999,999,999,999,999,22.6949343069,999,999,23.9960858335,999,999,23.5423275067,999,23.1379888686,17.7751760891,24.4001230275,23.5586861933,21.7942910504,999,999,999,24.3937030703,24.928836057,999,999,19.8780844432,17.186696499
183,D7 SSEA4+ Tra1-60+  25,999,24.9925216261,999,999,999,999,23.715322662,999,999,24.4244500101,25.0266646946,999,22.8129808694,999,999,22.6160234623,999,26.2463131022,999,999,24.2469473236,999,22.2228156595,999,23.8145496689,999,23.6897071682,999,999,26.8118531394,999,26.6433144365,23.6616620392,23.6658641394,999,999,999,999,26.6301584505,23.3316203271,999,999,999,999,999,23.0372278973,999,999,23.3340386289,999,23.877143487,23.5451569284,999,999,999,999,23.6030185748,999,999,999,23.3784279379,25.7480349124,23.806060527,999,999,999,999,25.0277810381,23.8340963,999,28.4035565543,999,999,999,21.717828718,999,999,24.9841746886,999,999,22.1182944609,999,24.1735958066,17.5674726965,24.268872838,24.2644970248,22.2357184959,999,999,999,27.5647628148,999,999,24.9439001828,999,17.8140076137
184,D11 SSEA4+ Tra1-60+  8,23.3374012651,24.9503672551,999,999,999,999,23.0300448028,999,22.4553077298,24.9600542908,24.6550864802,27.3413162806,21.6618023349,999,24.2972592748,25.2573741077,999,999,999,999,25.84223097,23.9504614927,21.8421916236,999,999,999,23.6897248136,25.4033851505,999,999,30.5518130179,26.6083415912,22.88676365,23.6013339726,999,999,23.1269297903,999,26.0679494846,23.7171237569,999,27.8748585937,21.800748752,999,20.716936233,22.3402361331,31.0215706996,999,21.6632981276,26.0521336353,25.588856183,999,999,999,999,999,999,999,999,25.9907956395,22.5256462911,24.5781778609,23.483063066,999,25.0515137414,999,21.7537531337,25.1267129621,23.9899927274,999,999,999,22.4945716259,999,999,999,999,23.0034626444,22.9821265006,999,23.789463959,999,22.92471632,18.8744493731,999,23.4340900378,999,999,999,999,20.8279857696,22.0066910558,999,22.5291923853,17.8848327592,18.7058398989
185,D11 SSEA4+ Tra1-60+  16,999,999,999,999,999,999,25.4707009263,999,999,25.9260733996,24.6473712085,999,23.9451091751,999,23.6986067014,24.7633649467,999,999,999,999,25.4473890663,25.1429063684,24.7477277506,999,24.566042194,999,23.3871640632,26.3286650478,999,26.5495647171,999,999,25.5557389733,25.8465621267,999,999,999,999,999,24.87923358,999,999,22.7371410746,999,21.508060101,23.9960043195,27.2547423057,999,24.3051118629,26.0465689077,999,999,999,999,999,999,999,999,999,999,23.4589809622,24.5925898254,24.9226672789,999,999,25.5675435627,24.5195696432,24.3539681132,23.647785535,999,999,999,24.2362005606,999,25.7548176921,999,999,999,26.3524013889,999,999,999,23.7958890492,18.7186438786,999,23.6676259571,23.2128963819,999,999,999,999,23.1968963338,999,999,20.5550546065,19.5936853095
186,D11 SSEA4+ Tra1-60+  24,22.0049927135,999,999,999,999,999,23.1064817261,999,999,23.4663319282,24.5892883948,25.0869529843,21.7921421691,999,23.5705632734,26.037220029,25.8608129564,25.0619700627,999,999,25.7639754335,24.4515452368,22.5748356018,999,25.694689007,999,24.2783568742,25.2463758946,999,25.3760606512,25.0404723754,27.0127159179,999,23.7279645082,999,999,999,999,24.8451816915,24.4860669768,999,999,22.78628907,999,19.303094711,999,999,999,22.2173839128,24.2274399008,21.0813876469,999,999,999,999,999,24.7116422575,999,999,999,23.3731050813,25.154030073,24.3087927776,999,999,999,21.8205033582,23.4899756349,22.5576438115,999,28.0414328308,999,23.4429622219,999,24.3637350978,999,999,26.9940438683,24.9244148789,999,24.7254056416,999,23.1266265123,18.6538888428,999,24.8564373067,21.3363130543,999,999,999,20.5961936562,22.115073354,999,23.4176197721,18.2906077126,17.9539573824
187,D14 SSEA4+ Tra1-60+  9,22.5257148073,22.401857995,999,999,999,999,999,999,23.0358742058,24.6900244059,24.2216499661,999,21.7730630557,999,22.3786362276,24.0212090533,999,999,999,999,23.9413464122,22.3318168966,23.1616337684,999,25.1729088437,999,22.7527110496,26.2421074821,999,24.5433758914,999,999,22.9281164943,24.9484949927,999,999,22.3365161254,999,999,23.7271596154,999,24.8216291155,21.2198560823,999,21.6683626168,23.3358630314,999,999,20.9999371296,24.7714115404,22.9337604654,999,999,999,999,999,26.1962984783,999,999,999,23.6889523911,22.0106469486,23.5649287319,999,25.9178046933,999,21.4540136734,25.0596283716,25.9742377595,999,999,999,21.791356667,999,999,999,999,24.9186787224,21.8403348602,999,22.4542566495,999,22.3543435073,18.0562658295,999,23.4736866704,21.6653152394,999,999,999,21.7566677877,21.2030832111,999,22.534100865,17.7710462973,18.2504482504
188,D14 SSEA4+ Tra1-60+  19,999,999,999,999,999,999,24.4905855735,999,22.4410355103,25.1263244643,999,25.8077232913,22.6588936787,999,22.5292759784,24.0322601107,999,999,999,999,24.825467252,27.1288885976,24.1670800671,999,23.8388981772,999,24.4498401989,999,999,999,999,999,25.5459542536,26.0463379973,999,999,25.2364574358,999,999,24.1090851307,999,999,22.7823359864,999,20.8206522049,24.693305083,999,999,23.795652237,23.4352266382,24.7489352913,999,999,999,999,999,25.3430446534,999,999,999,22.5221593292,999,24.7636575893,999,999,26.460349192,22.3942521945,25.9766028283,23.372523321,999,999,999,22.8168402926,999,24.3381735299,999,999,24.4896999957,24.6310883514,999,999,999,24.0788678749,18.7330059196,999,24.5097965009,24.0120082827,999,999,999,26.8021671189,25.1753739164,999,24.1184313804,19.3324300217,18.7821520048
189,D14 SSEA4+ Tra1-60+  27,999,999,999,999,999,999,22.6039890449,999,999,25.4406352257,25.4087511693,999,22.2405741305,999,23.2567604252,24.1289635817,999,999,999,999,24.3189079664,999,22.961071607,999,999,999,22.3723494787,26.2885676662,999,999,999,999,999,25.9494702489,999,999,23.9128386821,999,26.6148823945,23.2736409339,999,999,999,999,23.627432917,24.0744009125,999,999,22.0496135497,999,25.3573326353,999,999,999,999,999,24.1442801485,999,999,999,22.0808568113,24.5396398789,23.4627579317,999,999,22.9220949128,20.5096499277,26.33146984,999,999,999,26.1630392913,26.1080633757,999,23.9073782945,999,999,999,25.476233916,999,23.8112484236,25.8089092845,22.050273726,17.9646509788,999,24.0940720366,24.0519858207,999,999,999,21.6662975917,23.245552499,25.7352767328,24.7969506455,20.768817457,17.8634885014
190,D21 SSEA4+ Tra1-60+  11,22.814149607,21.6590469193,999,999,999,999,24.2585058841,999,21.15761634,25.2110695939,22.8660015073,999,21.9024756787,999,22.4796089018,24.2028513992,999,999,999,999,23.5796908849,24.0669618471,20.8152776786,24.5707892743,999,999,23.300500361,999,999,26.7510890326,999,25.7057776349,21.658949394,24.4454046743,999,999,21.8718081662,999,999,23.3087465231,999,24.6893509433,22.2530447233,999,20.9656484074,23.5155049615,999,999,20.2680216437,24.2539412915,19.8254353584,999,999,999,999,25.1579561281,27.0593961912,999,27.2569821735,999,22.7024620199,22.7452382532,22.9930329147,999,25.7486967461,24.9032981708,20.9140765083,23.5468664014,21.0456190881,999,28.2851850699,999,20.5096791628,999,24.7622159561,999,999,24.0406620632,21.6653327707,999,24.8685644669,999,22.7791699846,17.940178778,999,22.9652983187,21.177632573,999,999,23.8549857554,19.6802409971,20.6492262464,25.8199692977,999,17.4641627727,17.5705219998
191,D21 SSEA4+ Tra1-60+  20,999,22.9538296116,999,999,999,999,999,999,22.6031136507,999,24.6085248948,999,23.2761809621,999,22.5915102923,22.1559481118,999,999,999,999,23.6660999761,999,23.0605796762,999,999,25.5451943294,22.7504642155,999,999,999,29.2430636334,999,999,24.3910573964,999,999,999,999,999,23.4835580749,999,999,24.9506709269,999,20.3407223607,25.7497880601,999,999,21.8476714012,25.1670329705,22.5137258348,999,999,999,999,999,22.2018539249,999,999,999,24.6665254248,24.5885533806,23.8540444631,999,23.5894628526,999,20.0788965074,23.898963959,999,999,999,999,23.188800376,999,999,999,999,24.8746505311,23.519717626,999,999,999,20.4620220681,18.5791673638,999,26.2535804536,20.8353190317,999,999,24.6711890437,20.8950591114,21.3270125536,999,999,21.1338377215,17.9888196697
192,Negative Control,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quality Results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
,,TET1,PHC1,MBD3,SNAI2,FOXD1,FOSB,CD44,GABRB3,SOX2,ZNF281,SP1,LEFTY1,SET,CBX7,UTF1,CDH2 (NCAD),HNF4A,TGFBR2,DUSP10,ESRRB,MYC,ZFP42 (REX1),TRIM28,CD48,CDKN1A,JMJD3,RNF2,LATS2,T,FGF2,LCK,KLF5,KLF4,NACC1,FBXO15,CD4,DNMT3L,EZH2,EED,SMARCC2,MyoD1,NODAL,CDH1,DPPA4,LEFTY2,RIF1,ETV5,CD3D,DNMT3B,KDM5A,JARID2,LOX,Sox1,Wnt3,Gata6,DPPA2,SALL1,NR0B1(DAX1),TCF3,PTPN6,USP16,SETD1A,HDAC2,LUM,SOX13,SMAD4,SEMA6A,GAL,SALL4,REST,HESX1,CCR7,PRDM14,JMJD2B,COL3A1,GREM1,TCL1A,DVL2,APOE,LRRN1,STAT3,OTX2,CCND1,STEMCCA-P2A,TET2,KAT7 (Myst),TDGF1,Eomes,MASP1,KDR,GDF3,NANOG,ZIC3,LIN28A,POU5F1,GAPDH
1,Positive Control,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
2,D7 SSEA4+ Tra1-60-  17,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Pass,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Fail,Pass,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Pass,Pass,Fail,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Pass,Fail,Fail,Fail,Pass
